,ZipCode,City,State,Latitude,Longitude,Metro,CountyName,SizeRank,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,Latitude,Longitude
43,55033,Hastings,MN,44.7426933,-92.8518697,Minneapolis-St. Paul-Bloomington,Dakota County,3355,190600.0,192000.0,192600.0,193600.0,194700.0,195600.0,196300.0,197100.0,197600.0,198300.0,199100.0,199900.0,200800.0,202100.0,203800.0,205400.0,207300.0,209000.0,209800,210000,211300,212900,214000,215200,216900,218800,220300,221900,223000,224400,226200,227500,228100,228600,229200,229500,230000,231400,233700,235400,236700,238000,238900,239200,239600,240400,241600,242600,244000,246000,248500,251000,252900,253700,253900,254200,254700,255900,257300,258700,260200,261500,44.7426933,-92.8518697
44,55434,Blaine,MN,45.1607987,-93.2349489,Minneapolis-St. Paul-Bloomington,Anoka County,3438,170500.0,170400.0,170600.0,171800.0,173100.0,173600.0,173500.0,173500.0,173800.0,174300.0,174600.0,174800.0,175200.0,175700.0,176100.0,177300.0,179200.0,180800.0,181800,182500,182800,182500,182000,182000,182300,182900,184100,185500,186900,189000,191200,192700,194100,195600,197200,198800,200000,200900,203200,205800,207800,208800,209700,211300,213500,214700,215400,216700,219100,221600,223600,225300,226600,227100,227200,227900,229300,230100,230600,231500,232900,233900,45.1607987,-93.2349489
45,55403,Minneapolis,MN,44.9772995,-93.2654692,Minneapolis-St. Paul-Bloomington,Hennepin County,3591,201500.0,201900.0,203400.0,204700.0,205200.0,205800.0,207300.0,208200.0,208900.0,210200.0,211200.0,210800.0,210900.0,212700.0,216700.0,220100.0,221100.0,221000.0,221600,222000,222400,223000,223800,225000,226300,227700,229100,230300,232300,235000,237100,238800,240900,242400,243900,246300,248000,248900,250200,251800,251700,251000,250500,250700,250100,250000,249800,249800,250700,252400,253600,255300,257700,259600,259800,259200,259300,260200,260700,259800,258400,258000,44.9772995,-93.2654692
46,55105,Saint Paul,MN,44.9504037,-93.1015026,Minneapolis-St. Paul-Bloomington,Ramsey County,3678,293300.0,293800.0,296100.0,298900.0,300600.0,301300.0,301700.0,301700.0,301900.0,302400.0,302500.0,301600.0,301500.0,302500.0,303200.0,303100.0,304000.0,305200.0,306600,308200,309900,310700,311600,311700,311300,311600,313000,314100,314800,316500,319800,324200,328000,330700,332200,334500,338100,341200,342600,343500,346100,349800,353000,355300,357100,357600,357000,358100,361500,364300,365800,366800,366400,364000,361800,360000,358700,359300,361400,363100,363500,363700,44.9504037,-93.1015026
47,55347,Eden Prairie,MN,44.8546856,-93.470786,Minneapolis-St. Paul-Bloomington,Hennepin County,3716,346300.0,347100.0,349600.0,352200.0,353700.0,354500.0,355900.0,357600.0,358200.0,358100.0,358600.0,359400.0,360200.0,361200.0,362800.0,364900.0,366300.0,366500.0,366600,367100,367300,367400,367300,367300,368500,370300,372400,374000,375000,375700,375800,375200,376600,380500,383500,385300,386100,386300,386800,388200,389700,390200,389300,388900,389200,388900,388900,390600,394000,397800,401100,403300,404400,405200,406200,406500,406300,406300,407100,408600,409600,409700,44.8546856,-93.470786
48,55417,Minneapolis,MN,44.9772995,-93.2654692,Minneapolis-St. Paul-Bloomington,Hennepin County,3809,205500.0,206200.0,208200.0,210900.0,213300.0,214600.0,215400.0,216200.0,216300.0,215900.0,216400.0,217200.0,218000.0,219200.0,220800.0,222200.0,223100.0,224000.0,225000,225900,227000,228600,230000,231100,232300,234100,237000,239300,240800,242200,243300,243700,244600,246000,247400,249000,250500,251300,251900,253400,254900,255900,257300,258900,260800,262600,264200,266000,268800,271700,273600,275200,277100,278300,279000,279900,280600,281000,281800,282200,282300,282500,44.9772995,-93.2654692
49,55126,Shoreview,MN,45.0722056,-93.1282878,Minneapolis-St. Paul-Bloomington,Ramsey County,3811,234500.0,234600.0,235600.0,236700.0,237600.0,238700.0,239700.0,240200.0,240400.0,240200.0,239400.0,238200.0,237700.0,238100.0,239000.0,240000.0,241100.0,242300.0,243600,244300,244800,245700,246500,246300,246300,247200,248100,248300,248500,249200,250900,253600,256800,258700,259600,260900,263100,264800,265700,266600,268900,271700,273500,274600,275900,276900,277000,277700,280500,284200,287100,289300,290500,289900,290000,291400,292700,294100,296600,298800,299900,300400,45.0722056,-93.1282878
50,55419,Minneapolis,MN,44.9772995,-93.2654692,Minneapolis-St. Paul-Bloomington,Hennepin County,3855,294400.0,294400.0,296400.0,299600.0,301700.0,302300.0,302200.0,301800.0,301300.0,300800.0,300900.0,301200.0,301400.0,302700.0,305700.0,308200.0,309100.0,310200.0,312200,314300,315200,315500,316900,319100,321300,323800,326500,328200,328700,329300,330600,332200,333600,335200,336400,337800,339500,341100,342900,345900,349900,353900,356700,358100,359300,361200,363400,366100,369600,373000,375800,378600,380900,381700,382100,382400,383100,384300,386300,388700,390800,391700,44.9772995,-93.2654692
51,55448,Coon Rapids,MN,45.1199652,-93.2877277,Minneapolis-St. Paul-Bloomington,Anoka County,3916,173100.0,172700.0,172800.0,173300.0,174300.0,175200.0,175700.0,176000.0,176300.0,176800.0,177000.0,177100.0,177300.0,177400.0,178400.0,180100.0,182400.0,184100.0,185200,185900,186600,187100,187800,188200,188500,189600,191100,192400,193500,195800,198500,200400,202200,203700,204800,206600,208200,209500,212100,215200,217000,217400,217400,218300,219600,220400,221300,222200,223700,225800,227500,228900,230200,230700,230700,231700,233700,234700,235100,236200,238300,239900,45.1199652,-93.2877277
52,55449,Blaine,MN,45.1607987,-93.2349489,Minneapolis-St. Paul-Bloomington,Anoka County,3940,248200.0,248200.0,248900.0,250500.0,251400.0,251200.0,250900.0,251100.0,251300.0,251400.0,250700.0,249900.0,250400.0,252200.0,255100.0,259100.0,262900.0,265300.0,266300,267100,267300,267000,266700,267200,267600,268600,270700,272900,274300,276000,277000,276900,277200,279100,281600,283800,285200,286100,287700,289900,291500,292600,293900,295500,296600,297000,298000,300000,303000,306200,308900,311200,312300,312100,312100,314400,317900,320300,322000,324000,326400,328600,45.1607987,-93.2349489
53,55318,Chaska,MN,44.7894072,-93.6021791,Minneapolis-St. Paul-Bloomington,Carver County,3955,237300.0,239600.0,241400.0,242600.0,243000.0,243700.0,244400.0,245100.0,245800.0,246500.0,247000.0,247600.0,248100.0,249100.0,250400.0,250700.0,250800.0,251200.0,251600,252300,253000,252700,252200,252100,252100,252300,253700,255800,257800,259100,260100,261200,262500,263900,265500,267500,269900,272700,276000,278600,279900,280800,281400,281200,280900,282200,284100,285300,286000,286800,287000,287400,288900,290500,291100,291500,293100,295600,296700,296400,296600,297600,44.7894072,-93.6021791
54,55427,Golden Valley,MN,45.0020097,-93.3585273,Minneapolis-St. Paul-Bloomington,Hennepin County,3966,194700.0,195100.0,196600.0,198300.0,199400.0,199800.0,200200.0,200900.0,201400.0,201400.0,201800.0,202400.0,203100.0,204100.0,205800.0,207700.0,208900.0,209700.0,210500,210900,211300,212500,214200,215400,216700,218500,220800,222100,223000,223900,225000,226200,227300,227600,227900,229000,230100,231100,232700,234900,236800,238900,240600,242000,243700,245400,246300,247400,249100,250500,251600,253600,254900,255500,255900,256700,257300,258600,260000,261200,262100,262800,45.0020097,-93.3585273
55,55429,Brooklyn Center,MN,45.0748543,-93.3296296,Minneapolis-St. Paul-Bloomington,Hennepin County,4001,138500.0,139400.0,140700.0,141800.0,142400.0,142800.0,143800.0,144600.0,144800.0,144600.0,145100.0,146000.0,146900.0,148100.0,150300.0,152300.0,153600.0,154500.0,155600,156700,157800,158900,160200,161100,161800,162900,164200,165000,165600,166400,166700,166700,167100,168000,168800,169900,171400,172300,172700,173900,175700,177300,178600,179400,180200,181400,183400,185800,188400,191000,193700,196300,198400,199600,200400,201400,202800,204100,204900,205900,206800,207200,45.0748543,-93.3296296
56,55068,Rosemount,MN,44.7391873,-93.12611,Minneapolis-St. Paul-Bloomington,Dakota County,4004,209800.0,212000.0,213600.0,214800.0,216500.0,218100.0,219500.0,220700.0,222100.0,222700.0,222400.0,222300.0,223300.0,224900.0,227000.0,228700.0,229800.0,230400.0,230700,231100,232300,233300,233400,233700,235000,236500,237800,239000,240000,241200,242900,244100,245600,247400,248800,249300,249800,251400,253800,255500,256500,257700,258200,258000,257700,258100,259100,260300,261300,262300,264000,266600,269400,271100,271700,272200,272800,274500,276300,278200,280000,281500,44.7391873,-93.12611
57,55378,Savage,MN,44.7779041,-93.3356204,Minneapolis-St. Paul-Bloomington,Scott County,4124,237800.0,239100.0,241400.0,243100.0,244500.0,245500.0,245600.0,244700.0,243600.0,242900.0,242400.0,242100.0,243000.0,244700.0,246300.0,247900.0,249900.0,250900.0,250900,251300,251800,251200,250500,251100,252200,253400,254800,255800,256500,257900,259600,260800,261800,263000,264500,265800,267300,269100,271900,274700,276600,277500,278500,280600,283300,285400,286100,286100,287000,288900,291100,292700,293100,292300,291800,292300,293100,294500,297100,299600,301100,302300,44.7779041,-93.3356204
58,55305,Minnetonka,MN,44.9127229,-93.499059,Minneapolis-St. Paul-Bloomington,Hennepin County,4205,264500.0,265100.0,266800.0,269600.0,271600.0,271800.0,271500.0,272100.0,272900.0,273100.0,273500.0,274000.0,274400.0,275400.0,277400.0,279800.0,281100.0,281900.0,282200,282300,282000,282300,283100,283800,284200,285300,287600,289200,290400,292100,293700,294800,297100,299500,300800,302000,303300,304200,305200,307800,310700,313000,315100,316700,316800,317400,319000,321500,325000,329500,333000,334700,335300,336000,337000,337200,337000,336800,337400,338500,339400,340200,44.9127229,-93.499059
59,55102,Saint Paul,MN,44.9504037,-93.1015026,Minneapolis-St. Paul-Bloomington,Ramsey County,4334,147500.0,148400.0,151300.0,154400.0,155700.0,156000.0,155900.0,155000.0,156000.0,161000.0,166300.0,169000.0,171700.0,170700.0,166100.0,164800.0,168700.0,173000.0,176700,178800,179100,178600,178100,177900,178100,180000,183400,186500,188600,189500,190200,191400,192900,193400,193900,195300,197100,198600,199900,200700,201800,203800,205100,207600,212700,216900,217400,217900,220100,222400,224200,226300,227500,226900,227000,227000,225300,223600,224100,225800,227100,228900,44.9504037,-93.1015026
60,55014,Lino Lakes,MN,45.1602442,-93.0888324,Minneapolis-St. Paul-Bloomington,Anoka County,4336,200800.0,200200.0,200700.0,202100.0,203200.0,204500.0,205700.0,206200.0,206100.0,205800.0,205100.0,204200.0,204000.0,204700.0,205600.0,206900.0,209000.0,210900.0,211600,211200,210600,210300,210900,211700,212100,212900,215000,217200,219100,221100,223200,224900,226700,228600,230500,232300,233400,234300,235300,236400,236900,236600,236400,237600,239200,239800,240000,240600,242300,244900,247200,249400,251500,252300,252700,254900,258200,260300,262000,264400,266800,267900,45.1602442,-93.0888324
61,55411,Minneapolis,MN,44.9772995,-93.2654692,Minneapolis-St. Paul-Bloomington,Hennepin County,4473,99900.0,100900.0,102600.0,103700.0,103700.0,103000.0,102500.0,101900.0,101700.0,101600.0,101600.0,101400.0,101100.0,100900.0,101500.0,102800.0,104200.0,106700.0,110100,112600,114100,115400,116500,117400,118600,119900,121300,122200,123000,123900,124600,125200,126100,127200,127700,128900,130800,133000,134700,136800,139600,143000,145600,147000,148300,150400,153000,155300,157700,160300,162800,164600,164900,164800,165600,167000,168500,170000,171700,173500,174900,175300,44.9772995,-93.2654692
62,55025,Forest Lake,MN,45.279106,-92.9851629,Minneapolis-St. Paul-Bloomington,Washington County,4530,207800.0,207800.0,207900.0,208500.0,209000.0,209800.0,210900.0,212200.0,213300.0,214600.0,215900.0,217700.0,219700.0,221800.0,223900.0,226100.0,228100.0,229900.0,231400,232200,232700,232800,232300,232800,233700,234700,235900,237200,237800,238500,239600,240400,241200,243000,245000,246600,248200,250600,253700,256400,258000,258800,259500,260300,260700,261400,262800,263600,264900,267600,269900,271000,272800,275000,276200,276300,277400,279800,283200,287100,290300,291700,45.279106,-92.9851629
63,55446,Plymouth,MN,45.0065149,-93.46651,Minneapolis-St. Paul-Bloomington,Hennepin County,4597,334000.0,334700.0,337200.0,340800.0,344700.0,348900.0,352000.0,354100.0,354100.0,353500.0,353700.0,354100.0,354800.0,357000.0,360700.0,364900.0,367600.0,367600.0,365300,362100,359200,357700,358000,358600,359600,361200,363000,364000,364500,365200,365200,364600,364400,365000,365400,366600,368200,369700,371400,374500,377200,379300,380200,380400,380300,380500,380000,380000,382200,385700,389500,393300,394900,394800,393700,392100,390900,391100,391800,392800,393300,393100,45.0065149,-93.46651
64,55123,Eagan,MN,44.818173,-93.1659179,Minneapolis-St. Paul-Bloomington,Dakota County,4624,273700.0,273900.0,273600.0,274200.0,275800.0,277600.0,278800.0,279500.0,279800.0,279700.0,279200.0,278900.0,279100.0,280700.0,283800.0,286500.0,287700.0,288200.0,288600,288900,289900,290900,291200,292400,294200,295700,297400,299400,300300,300900,302000,303200,304300,305800,307100,307300,307100,308200,310500,312900,315000,316500,316900,316500,316600,317300,318500,319700,321500,324100,326900,329100,330500,330800,330500,330400,330500,331800,333500,335500,337500,339000,44.818173,-93.1659179
65,55420,Bloomington,MN,44.8322405,-93.3204872,Minneapolis-St. Paul-Bloomington,Hennepin County,4672,176700.0,177400.0,179300.0,181400.0,182700.0,183100.0,183600.0,184100.0,184100.0,183600.0,183800.0,184500.0,185500.0,186800.0,188700.0,190300.0,191600.0,193100.0,194600,196000,197000,197700,198300,199000,199600,200700,202500,203900,205200,206500,207100,207300,208100,209500,210400,211200,212400,213400,214700,217500,220300,222100,223400,224800,226100,227500,228500,229400,231100,233300,235100,236500,237300,237500,237700,238000,239100,240700,242600,244700,247200,248800,44.8322405,-93.3204872
66,55129,Woodbury,MN,44.92317,-92.9588282,Minneapolis-St. Paul-Bloomington,Washington County,4802,347400.0,348800.0,350200.0,351600.0,353000.0,355300.0,357900.0,360000.0,360800.0,361500.0,361600.0,361200.0,361200.0,361400.0,361100.0,361300.0,361600.0,362200.0,363600,365900,368700,371000,371800,372100,374200,377500,380100,380500,381000,381600,381300,380000,379800,380800,382100,383400,385000,387700,391100,393800,395500,396000,395500,394600,393500,392400,392000,392100,394000,397300,399600,401400,403000,404800,405800,405500,405500,408900,412900,416700,419600,421000,44.92317,-92.9588282
67,55076,Inver Grove Heights,MN,44.8479039,-93.0428119,Minneapolis-St. Paul-Bloomington,Dakota County,4936,174400.0,175100.0,175600.0,176800.0,178400.0,179700.0,180700.0,181700.0,182300.0,182400.0,182200.0,182200.0,182200.0,183100.0,185000.0,186700.0,187700.0,188200.0,188100,187600,188200,190000,191200,192300,193800,195100,196000,197500,199400,201800,204100,205600,206500,208000,209400,209900,210100,211400,213600,215700,217400,218700,219300,219900,221200,222900,224400,226200,228100,229600,231100,232700,233900,234200,234100,233700,233500,234100,235400,236700,237600,238200,44.8479039,-93.0428119
68,55313,Buffalo,MN,45.1719084,-93.8746941,Minneapolis-St. Paul-Bloomington,Wright County,5081,181500.0,180900.0,181100.0,183300.0,185200.0,185300.0,184800.0,184500.0,184100.0,183700.0,183100.0,182200.0,182100.0,183300.0,184700.0,186300.0,188800.0,190800.0,191800,192100,192500,193800,195800,197300,197600,198400,199900,201400,202900,204700,207300,210600,214000,216100,218000,220000,222300,223900,226000,228300,230200,230800,229500,226800,224600,223700,223300,223600,224200,224600,225000,226500,228100,229000,230000,232700,235600,236600,237000,238500,241900,245500,45.1719084,-93.8746941
69,55345,Minnetonka,MN,44.9127229,-93.499059,Minneapolis-St. Paul-Bloomington,Hennepin County,5122,296700.0,297500.0,299600.0,302100.0,304400.0,305900.0,305800.0,305200.0,304900.0,304800.0,305300.0,305900.0,306100.0,306800.0,309100.0,312000.0,314100.0,315800.0,317100,317800,318600,319800,320400,320800,321800,323300,325000,326800,328100,328800,329400,330500,332500,334400,335700,337100,338500,339900,341700,342900,343800,345900,348700,351100,352800,354000,355200,356400,358400,361100,364400,367800,369400,370100,371100,371500,370900,372000,374800,377900,380900,383200,44.9127229,-93.499059
70,55316,Champlin,MN,45.1888539,-93.3974538,Minneapolis-St. Paul-Bloomington,Hennepin County,5146,180700.0,180700.0,182400.0,184800.0,186600.0,188000.0,189100.0,190000.0,190500.0,190600.0,190500.0,190500.0,190700.0,192000.0,194500.0,196700.0,198100.0,199300.0,201000,202700,203700,204400,205500,206900,208100,209600,211100,212500,213600,214700,215200,215500,216600,218400,219700,221100,222500,224000,225600,227300,228400,230000,231600,233100,234100,234900,235700,237000,239200,241500,243300,244800,246000,246100,245700,245700,246900,249100,251100,252600,254000,255100,45.1888539,-93.3974538
71,55447,Plymouth,MN,45.0065149,-93.46651,Minneapolis-St. Paul-Bloomington,Hennepin County,5282,286700.0,287600.0,289900.0,291900.0,292900.0,292800.0,292300.0,292100.0,291700.0,290900.0,291000.0,291900.0,293200.0,294800.0,296800.0,299300.0,300800.0,300800.0,301000,302500,303900,305200,306900,308700,310900,313700,316200,318000,319700,321600,322400,321600,321100,321300,321700,322100,322500,323100,324800,327100,328400,329400,330400,331300,332700,334300,335700,337100,339700,342900,345900,348500,350300,352100,353800,354700,355100,356000,357200,357900,358100,358300,45.0065149,-93.46651
72,55437,Bloomington,MN,44.8322405,-93.3204872,Minneapolis-St. Paul-Bloomington,Hennepin County,5301,233900.0,234200.0,235900.0,237400.0,237800.0,238300.0,239100.0,239100.0,238200.0,237800.0,238100.0,238700.0,238900.0,239700.0,241600.0,244600.0,246700.0,247700.0,247700,247700,248400,249200,249400,249300,250100,252200,254300,255300,255600,256100,256900,258200,260000,261600,262700,263600,264300,264900,266100,267600,269200,271000,272000,272200,272200,272400,273000,274100,276300,279000,281500,283700,285100,285900,287500,289100,290200,291400,292500,293200,294300,295200,44.8322405,-93.3204872
73,55410,Minneapolis,MN,44.9772995,-93.2654692,Minneapolis-St. Paul-Bloomington,Hennepin County,5316,355200.0,355700.0,358600.0,362300.0,363800.0,363100.0,362500.0,362200.0,362100.0,362000.0,362800.0,364100.0,365900.0,367600.0,368800.0,369400.0,369800.0,369800.0,368200,366000,363800,362400,361600,361200,361800,365400,371700,378400,384700,392400,400200,407000,413500,419300,423100,428200,433100,435300,436400,438900,441600,443900,446800,450100,451700,452500,454600,455900,458900,465100,471400,474400,475200,473900,470600,466100,462700,462600,464800,467900,470100,471200,44.9772995,-93.2654692
74,55412,Minneapolis,MN,44.9772995,-93.2654692,Minneapolis-St. Paul-Bloomington,Hennepin County,5323,99800.0,100300.0,102000.0,103900.0,104600.0,104400.0,104300.0,104000.0,102800.0,101200.0,100300.0,100600.0,101400.0,102100.0,103100.0,104300.0,105100.0,106700.0,109200,111600,113600,115500,117100,118200,119300,120800,122600,124300,125400,126000,126300,127000,128000,129100,130000,131400,132900,134500,135800,137400,139600,142000,143700,144200,144400,145700,147800,149200,150800,153000,155300,157400,159200,160500,162000,163400,164500,165400,166700,168600,170500,171800,44.9772995,-93.2654692
75,55075,South Saint Paul,MN,44.8938832,-93.0368359,Minneapolis-St. Paul-Bloomington,Dakota County,5374,153500.0,154200.0,154700.0,155500.0,156300.0,156500.0,156300.0,156100.0,155900.0,155800.0,155400.0,155000.0,155200.0,156300.0,157400.0,158300.0,159400.0,160700.0,161900,163000,164600,166300,167500,168700,169900,171100,172500,174100,175500,177500,179700,181100,182100,183200,184200,185100,186100,187200,188800,190000,191300,192600,193100,192800,192600,193100,194100,194900,196100,198100,200500,203200,205900,207400,207600,207900,208800,210600,212000,212800,213800,214900,44.8938832,-93.0368359
76,55431,Bloomington,MN,44.8322405,-93.3204872,Minneapolis-St. Paul-Bloomington,Hennepin County,5394,212900.0,213600.0,215700.0,218600.0,220400.0,220800.0,220600.0,220800.0,221100.0,220400.0,220200.0,221000.0,222300.0,224000.0,226100.0,227800.0,228600.0,228700.0,228400,227700,227100,227100,227500,228000,228700,230000,231800,233200,233900,234600,235800,237400,239300,240600,241100,241300,241800,242700,244100,245700,247400,249300,251000,252500,253600,255000,256400,258100,260600,263600,265700,267700,269600,270800,271400,271900,272800,273900,275000,276000,276800,277500,44.8322405,-93.3204872
77,55038,Hugo,MN,45.159967,-92.9932734,Minneapolis-St. Paul-Bloomington,Washington County,5494,226200.0,226900.0,227500.0,227900.0,228500.0,229300.0,230400.0,231500.0,232000.0,231500.0,230500.0,230300.0,230800.0,231100.0,231400.0,232700.0,234400.0,235700.0,236400,236900,238100,238600,238500,238800,239700,241500,244400,246400,247500,249000,250100,250800,252400,254900,257400,259300,261000,263200,266000,268700,270700,271700,272000,272100,272700,273600,274800,276100,278100,280600,282700,284000,285200,286300,287600,288600,289400,291100,293800,296900,299700,301200,45.159967,-92.9932734
78,55317,Chanhassen,MN,44.8618403,-93.5307207,Minneapolis-St. Paul-Bloomington,Carver County,5565,321600.0,323800.0,325100.0,325100.0,324900.0,326800.0,329700.0,331300.0,330900.0,330200.0,330100.0,330100.0,329500.0,329300.0,329600.0,330400.0,331500.0,332000.0,331200,329800,329500,330400,332100,333800,335400,337000,338600,340100,341000,341500,342000,342600,343300,344200,345500,347000,348300,349900,351700,352800,353600,354200,354500,355400,357500,359800,361600,363300,366000,369700,372200,374100,376600,378500,380300,382800,384900,387000,388300,388600,389600,390800,44.8618403,-93.5307207
79,55430,Brooklyn Center,MN,45.0748543,-93.3296296,Minneapolis-St. Paul-Bloomington,Hennepin County,5719,122100.0,123400.0,125400.0,127400.0,129100.0,130800.0,131900.0,132500.0,132500.0,132200.0,132400.0,133000.0,134000.0,135200.0,136500.0,137800.0,138700.0,139300.0,140000,140500,140900,141900,143600,145100,146500,147900,149400,150500,151500,153200,154900,156100,157300,158400,159100,159500,159800,160500,161800,163500,165400,167200,169100,170600,171500,172200,173400,174900,176900,178900,180400,181900,183200,184500,185900,187000,188200,189900,191500,192600,193500,194000,45.0748543,-93.3296296
80,55441,Plymouth,MN,45.0065149,-93.46651,Minneapolis-St. Paul-Bloomington,Hennepin County,5767,265700.0,266100.0,268300.0,271500.0,273700.0,274500.0,274200.0,274100.0,274400.0,274300.0,274400.0,275000.0,276200.0,277900.0,279900.0,280900.0,280500.0,279300.0,278400,277700,277000,277200,278200,279200,280200,281900,284200,286300,287200,287600,288200,288600,288900,289400,290000,291100,292200,293400,295000,297700,300900,303900,305900,307700,309200,310700,312100,313600,316100,319200,321600,323200,323900,324400,325300,326100,327000,328500,330300,331600,332400,332600,45.0065149,-93.46651
81,55344,Eden Prairie,MN,44.8546856,-93.470786,Minneapolis-St. Paul-Bloomington,Hennepin County,5882,202300.0,203100.0,205200.0,207700.0,209100.0,209800.0,210200.0,210400.0,210800.0,211400.0,212200.0,212700.0,213400.0,214400.0,216100.0,217700.0,218900.0,219300.0,219100,218800,219300,220000,220400,220700,221400,222800,224300,224800,224700,225400,226200,226400,226800,227200,227100,227600,228700,229700,230800,233000,235600,238000,240400,242400,243400,244000,245000,246800,249400,250900,251600,251900,251000,249200,249200,250800,252400,253400,254600,255400,255400,255100,44.8546856,-93.470786
82,55438,Bloomington,MN,44.8322405,-93.3204872,Minneapolis-St. Paul-Bloomington,Hennepin County,5932,245900.0,246800.0,249400.0,251900.0,253200.0,254300.0,255700.0,256900.0,257300.0,257000.0,257300.0,258200.0,259200.0,260600.0,262400.0,264400.0,265700.0,266300.0,266500,266200,265900,266600,268200,269200,269900,271900,274400,275500,275100,274800,274800,275700,277700,279700,280300,280800,281200,281900,283500,286100,289300,293000,296000,297700,299200,301000,302800,304900,307500,309800,311300,312300,312400,311900,311500,311000,310300,310300,311200,312400,313500,314200,44.8322405,-93.3204872
83,55362,Monticello,MN,45.3055202,-93.7941378,Minneapolis-St. Paul-Bloomington,Wright County,5942,166800.0,166100.0,166900.0,169500.0,171800.0,172300.0,172900.0,174600.0,176500.0,177800.0,178600.0,179100.0,180100.0,181600.0,183200.0,184900.0,186800.0,189100.0,191100,191700,191100,191700,193900,196000,196300,196700,198300,200200,201700,202800,203700,205300,207500,209000,209500,209300,209800,211200,213000,215100,217100,218900,219900,219700,218600,217400,217000,218100,219500,220100,220600,222400,224900,226400,227800,230800,234200,235700,236300,237700,240700,244200,45.3055202,-93.7941378
84,55405,Minneapolis,MN,44.9772995,-93.2654692,Minneapolis-St. Paul-Bloomington,Hennepin County,5965,295700.0,294100.0,295100.0,297800.0,300700.0,301800.0,301800.0,302500.0,303700.0,303400.0,302600.0,302500.0,303200.0,305000.0,307800.0,310300.0,312200.0,313500.0,315300,317400,318600,319200,320500,322000,323900,327400,331800,334900,335500,335200,335000,335300,336100,337100,337500,338400,339700,340700,341100,342300,345100,349000,351600,352400,353800,356400,358600,360200,363200,367700,372500,375100,376400,377900,380200,381900,382700,383000,384400,387000,389300,390500,44.9772995,-93.2654692
85,55127,Vadnais Heights,MN,45.0574659,-93.0738306,Minneapolis-St. Paul-Bloomington,Ramsey County,6024,261500.0,261700.0,263800.0,266200.0,267200.0,268600.0,269900.0,270700.0,271300.0,272200.0,272500.0,272300.0,272500.0,272900.0,273000.0,272800.0,273100.0,273200.0,273500,274000,274300,274200,273400,271400,270000,270500,271500,271500,271200,272500,275200,278000,281400,285400,287900,289900,293300,296900,299100,301400,305100,308600,309800,310000,310200,309400,308300,308600,310700,312900,315000,316600,317700,317800,317600,317900,318800,320100,322400,324800,326100,327000,45.0574659,-93.0738306
86,55331,Shorewood,MN,44.930272,-93.54480170125,Minneapolis-St. Paul-Bloomington,Hennepin County,6058,425400.0,426100.0,429400.0,433400.0,435600.0,436500.0,438200.0,440500.0,441300.0,440600.0,440400.0,440800.0,441700.0,444100.0,447900.0,450800.0,452700.0,452600.0,450400,448100,447300,447500,448600,451000,453400,454800,457300,459900,462100,467200,474700,480100,483900,488100,491500,494700,497600,499600,500100,502400,506300,510300,512100,513200,513600,514600,516900,520300,525700,533100,539700,544800,546500,545200,545900,549400,553300,558200,561200,561200,561300,562800,44.930272,-93.54480170125
87,54017,New Richmond,WI,45.1230213,-92.5365865,Minneapolis-St. Paul-Bloomington,Saint Croix County,6105,163800.0,164300.0,164300.0,163700.0,163000.0,162800.0,163200.0,163600.0,164000.0,164600.0,165600.0,166800.0,168100.0,169500.0,171000.0,172700.0,174700.0,176700.0,177900,178400,179000,180000,180600,181100,181900,182600,183300,184700,185900,187300,189100,191600,193200,193800,194400,196700,199200,200600,201700,203900,205400,204900,203900,203800,204000,203900,204000,205100,209300,216700,222400,224200,226200,228500,230700,231800,233100,235300,237400,235900,233800,232800,45.1230213,-92.5365865
88,55309,Big Lake,MN,45.3324647,-93.7460804,Minneapolis-St. Paul-Bloomington,Sherburne County,6227,166600.0,169300.0,171700.0,173300.0,174500.0,175000.0,174900.0,174300.0,174300.0,174300.0,173500.0,173300.0,174600.0,176400.0,177900.0,179300.0,180100.0,180500.0,180400,180000,180600,182200,183900,185700,187600,189200,190500,191900,193200,194500,195900,197400,198600,199400,199400,200200,202200,204500,206300,207800,209200,211300,213200,214100,214400,214900,215600,217000,219000,221100,222800,224800,226600,228000,229300,230300,231500,233800,236100,237400,238300,239100,45.3324647,-93.7460804
